m0,g2,eta,ns,nlev,eigsh_ok,E0,M,Epi,W,WM,m_curv,m_curv_over_M,curv0,vg_max,vg_k5,vg_k5_cs,Ek5,Wfine,c_k5,rel_rms,band_ok,n_fail,frac_min,M2min,M2_k0,M2_kpi,M2_orient,gap_M2,gap_M2_k5,int_gap,twoM,MMp,margin,margin_k,n_Mstar,Mstar,Mstar_parity,Mstar_even,L_mean,L_mean_vac,L_rms,size_rms_raw,size_rms,size_mean,size_excess,vac_dom_weight,xi,xi_fit_ok,x_mean,gate_band,gate_margin,gate_size,gate_xi,gate_M2,feasible,rank,runtime,E1_0,E1_1,E1_2,E1_3,E1_4,E2_0,E2_1,E2_2,E2_3,E2_4
0.5,1.1,2.1,16,60,1,-18.4738,2.6017,3.51164,0.909943,2.3674,3.07082,1.18031,0.325646,0.389479,0.331531,0.332478,2.83324,1.13368,0.892695,0.108874,1,0,0.738638,3.51164,3.73538,3.51164,inverted,0.223739,0.915185,1.74856,5.2034,6.33708,2.37639,3.14159,0,nan,nan,nan,2.42844,1.41744,2.66339,1.3317,0.995697,0.505497,0.505497,0.201876,0.36715,1,nan,1,1,1,1,1,1,41,29.4323,2.601700,2.697999,2.944018,3.245819,3.511642,3.735382,3.743796,3.744394,3.681055,3.511642
0.3,1.4,2.5,16,60,1,-21.1195,2.65131,3.86581,1.2145,3.22002,2.16477,0.816494,0.461942,0.517455,0.454618,0.456018,2.97405,1.43721,1.07225,0.0422785,1,0,0.682119,3.86581,4.08851,3.86581,inverted,0.222705,1.15015,2.00274,5.30261,6.73982,2.38397,3.14159,0,nan,nan,nan,2.68057,1.67924,2.91962,1.45981,1.05257,0.500666,0.500666,0.144336,0.417905,1,nan,1,1,1,1,1,1,42,26.6268,2.651305,2.786873,3.124887,3.525839,3.865809,4.088514,4.107271,4.127828,4.068717,3.865809
0.7,1.1,2.5,16,60,1,-21.1567,3.07455,4.18054,1.10599,3.40042,2.50263,0.813983,0.39958,0.47473,0.405848,0.406967,3.35833,1.30425,1.07518,0.0320426,1,0,0.673861,4.18054,4.3788,4.18054,inverted,0.198263,1.05856,1.81768,6.1491,7.45335,2.80716,3.14159,1,5.90031,-1,nan,2.46407,1.42084,2.70529,1.35265,1.02161,0.521614,0.521614,0.201445,0.37224,1,nan,1,1,1,1,1,1,43,42.9389,3.074548,3.192652,3.493848,3.861686,4.180540,4.378803,4.398249,4.422469,4.371109,4.180540
0.2,1.4,2.1,16,60,1,-18.9187,2.35429,3.32018,0.965887,2.27398,2.80861,1.19298,0.356048,0.410878,0.355635,0.35673,2.60496,1.22323,0.88725,0.129143,1,0,0.760731,3.32018,3.57752,3.32018,inverted,0.257344,0.977786,1.89691,4.70858,5.93181,2.12648,3.14159,0,nan,nan,nan,2.56762,1.59384,2.80011,1.40005,1.01026,0.486889,0.486889,0.160714,0.395088,1,nan,1,1,1,1,1,1,44,40.5731,2.354291,2.459128,2.723329,3.041980,3.320178,3.577522,3.582783,3.574747,3.500373,3.320178
0.2,1.4,2.5,16,60,1,-20.664,2.47106,3.74824,1.27718,3.15599,1.99376,0.806844,0.501564,0.543593,0.484593,0.486154,2.81813,1.46144,1.07818,0.0462278,1,0,0.641908,3.74824,3.9325,3.74824,inverted,0.184261,1.16495,1.91646,4.94212,6.40356,2.19707,-2.35619,0,nan,nan,nan,2.80187,1.80015,3.04263,1.52132,1.08128,0.50086,0.50086,0.123175,0.444156,1,nan,1,1,1,1,1,1,45,24.0901,2.471062,2.617630,2.978330,3.398887,3.748240,3.932501,3.957705,3.993089,3.947722,3.748240
0.6,1.1,2.5,16,60,1,-20.6483,2.89079,4.05124,1.16045,3.35462,2.32842,0.805462,0.429476,0.497487,0.430672,0.431885,3.19379,1.33002,1.08051,0.0346845,1,0,0.642916,4.05124,4.22081,4.05124,inverted,0.169567,1.07654,1.77879,5.78157,7.11159,2.62319,3.14159,1,5.72311,-1,nan,2.56628,1.52084,2.81027,1.40514,1.04851,0.522719,0.522719,0.17763,0.392257,1,nan,1,1,1,1,1,1,46,28.187,2.890787,3.017365,3.337212,3.722709,4.051238,4.220805,4.245119,4.280966,4.240259,4.051238
0.6,1.1,2.1,16,60,1,-19.0031,2.78516,3.64554,0.86038,2.3963,3.32976,1.19553,0.300322,0.368998,0.309632,0.310507,3.00008,1.10325,0.887342,0.0992118,1,0,0.768742,3.64554,3.88841,3.64554,inverted,0.24287,0.892602,1.79877,5.57033,6.67358,2.56212,3.14159,1,5.40176,-1,nan,2.31907,1.30926,2.55021,1.2751,0.966806,0.504905,0.504905,0.23098,0.346772,1,nan,1,1,1,1,1,1,47,26.6921,2.785164,2.874220,3.103833,3.389430,3.645543,3.888413,3.893052,3.884942,3.814449,3.645543
0.5,1.1,2.5,16,60,1,-20.1602,2.70775,3.92642,1.21867,3.29985,2.15771,0.796865,0.463455,0.521881,0.45783,0.459162,3.03219,1.35395,1.08596,0.0377929,1,0,0.608699,3.92642,4.06169,3.92642,inverted,0.135275,1.0921,1.73476,5.41549,6.76944,2.43973,-2.35619,0,nan,nan,nan,2.67698,1.62936,2.92334,1.46167,1.07686,0.523813,0.523813,0.15468,0.414897,1,nan,1,1,1,1,1,1,48,35.364,2.707745,2.843874,3.184186,3.588333,3.926417,4.061692,4.091563,4.140721,4.112639,3.926417
0.3,1.4,2.1,16,60,1,-19.4145,2.53496,3.44638,0.911416,2.3104,3.06727,1.20999,0.326023,0.388547,0.330882,0.331877,2.76638,1.19065,0.881425,0.117045,1,0,0.794316,3.44638,3.72561,3.44638,inverted,0.279233,0.954636,1.9966,5.06992,6.26057,2.30741,3.14159,0,nan,nan,nan,2.44475,1.47032,2.6742,1.3371,0.980342,0.487215,0.487215,0.188271,0.371048,1,nan,1,1,1,1,1,1,49,38.802,2.534962,2.631300,2.876893,3.178051,3.446378,3.725611,3.726622,3.708917,3.626553,3.446378
0.7,1.1,2.1,16,60,1,-19.5526,2.96943,3.78413,0.814694,2.41918,3.59435,1.21045,0.278215,0.350154,0.289916,0.290734,3.16962,1.0722,0.882181,0.0907651,1,0,0.794726,3.78413,4.04163,3.78413,inverted,0.257502,0.868927,1.84229,5.93887,7.01106,2.74987,3.14159,1,5.58619,-1,nan,2.21961,1.21094,2.44647,1.22324,0.939736,0.504332,0.504332,0.260597,0.328867,1,nan,1,1,1,1,1,1,50,33.5759,2.969433,3.052125,3.266997,3.537542,3.784128,4.041630,4.043086,4.027747,3.951679,3.784128
0.7,1.4,2.6,16,60,1,-23.5517,3.40795,4.48117,1.07322,3.65748,2.66135,0.780923,0.37575,0.459942,0.386667,0.387767,3.67659,1.3793,1.09782,0.0217203,1,0,0.77204,4.48117,4.78725,4.48117,inverted,0.306084,1.11467,2.26267,6.8159,8.1952,3.13102,3.14159,1,6.69752,-1,nan,2.33442,1.32883,2.56541,1.2827,0.968636,0.502795,0.502795,0.225395,0.34976,1,nan,1,1,1,1,1,1,51,45.7458,3.407950,3.519327,3.806096,4.162156,4.481170,4.787254,4.792474,4.781036,4.692002,4.481170
0.4,1.4,2.1,16,60,1,-19.9334,2.71659,3.57781,0.861222,2.33959,3.33234,1.22666,0.300089,0.368046,0.308662,0.309578,2.93107,1.15656,0.875818,0.106552,1,0,0.822005,3.57781,3.87315,3.57781,inverted,0.295335,0.929549,2.0864,5.43318,6.58974,2.49111,3.14159,0,nan,nan,nan,2.33295,1.35792,2.55881,1.2794,0.952227,0.487514,0.487514,0.216914,0.350115,1,nan,1,1,1,1,1,1,52,30.1891,2.716590,2.805526,3.034459,3.319316,3.577812,3.873146,3.870709,3.845243,3.756861,3.577812
0.6,1.4,2.6,16,60,1,-23.0244,3.22473,4.34773,1.12301,3.62139,2.49209,0.772806,0.40127,0.48049,0.408687,0.409862,3.5101,1.41016,1.10321,0.0234572,1,0,0.747814,4.34773,4.63489,4.34773,inverted,0.287155,1.13753,2.20852,6.44946,7.85962,2.94561,3.14159,0,nan,nan,nan,2.42328,1.41691,2.65733,1.32866,0.991953,0.503187,0.503187,0.201945,0.366349,1,nan,1,1,1,1,1,1,53,53.9054,3.224728,3.343401,3.646670,4.018988,4.347733,4.634889,4.643870,4.641082,4.559118,4.347733
0.5,1.4,2.6,16,60,1,-22.5151,3.0422,4.21837,1.17617,3.57814,2.32599,0.764574,0.429924,0.502482,0.43269,0.433954,3.34609,1.43997,1.10875,0.0255192,1,0,0.720359,4.21837,4.48217,4.21837,inverted,0.263799,1.15893,2.14788,6.08441,7.52438,2.76225,3.14159,0,nan,nan,nan,2.51922,1.51207,2.75598,1.37799,1.0165,0.503577,0.503577,0.179076,0.384874,1,nan,1,1,1,1,1,1,54,38.826,3.042204,3.169016,3.490309,3.879842,4.218372,4.482171,4.495492,4.502783,4.429433,4.218372
0.5,1.4,2.1,16,60,1,-20.4735,2.89912,3.71411,0.814989,2.36275,3.60347,1.24295,0.27751,0.349213,0.288685,0.289539,3.09861,1.12185,0.87044,0.0973786,1,0,0.845026,3.71411,4.02098,3.71411,inverted,0.306864,0.903394,2.16645,5.79825,6.9201,2.67701,3.14159,1,5.75648,1,5.75648,2.23125,1.25565,2.45302,1.22651,0.925852,0.487801,0.487801,0.246256,0.331745,1,nan,1,1,1,1,1,1,55,35.2787,2.899124,2.981569,3.195559,3.465274,3.714113,4.020977,4.015725,3.984031,3.891202,3.714113
0.4,1.4,2.6,16,60,1,-22.0251,2.86042,4.09332,1.23291,3.52663,2.16318,0.756246,0.462283,0.526022,0.458872,0.460248,3.18484,1.46809,1.11444,0.0279956,1,0,0.68915,4.09332,4.3285,4.09332,inverted,0.235179,1.17822,2.08015,5.72083,7.18892,2.58138,3.14159,0,nan,nan,nan,2.62278,1.61488,2.86187,1.43094,1.0423,0.503952,0.503952,0.156997,0.405676,1,nan,1,1,1,1,1,1,56,24.1422,2.860417,2.996350,3.337353,3.745063,4.093323,4.328503,4.346853,4.365892,4.302978,4.093323
0.3,1.4,2.6,16,60,1,-21.5561,2.67941,3.97282,1.29341,3.46558,2.00377,0.747842,0.499058,0.551225,0.48744,0.488957,3.02671,1.49367,1.12025,0.0310011,1,0,0.653511,3.97282,4.17308,3.97282,inverted,0.20026,1.19461,2.00482,5.35881,6.85249,2.39878,-2.35619,0,nan,nan,nan,2.73455,1.72596,2.97556,1.48778,1.06938,0.504294,0.504294,0.135919,0.429182,1,nan,1,1,1,1,1,1,57,27.0228,2.679407,2.825612,3.188190,3.615019,3.972819,4.173079,4.197312,4.230060,4.179745,3.972819
0.7,1.1,2.6,16,60,1,-21.5708,3.09989,4.28252,1.18263,3.66603,2.30954,0.745038,0.432988,0.507691,0.436973,0.438179,3.40638,1.35709,1.12374,0.0235487,1,0,0.643144,4.28252,4.45698,4.28252,inverted,0.174454,1.10154,1.813,6.19978,7.55687,2.82166,3.14159,1,5.97854,-1,nan,2.52117,1.46874,2.76531,1.38265,1.04087,0.526216,0.526216,0.189803,0.382776,1,nan,1,1,1,1,1,1,58,38.6715,3.099891,3.227686,3.552094,3.945485,4.282524,4.456978,4.481961,4.518894,4.477048,4.282524
0.6,0.8,2,16,60,1,-16.6063,2.44916,3.34439,0.895224,2.19255,3.07681,1.25627,0.325012,0.38495,0.329745,0.330635,2.67985,1.02025,0.865606,0.131647,1,0,0.633948,3.34439,3.46941,3.34439,inverted,0.125024,0.830834,1.34307,4.89833,5.91858,2.23547,3.14159,1,4.5904,-1,nan,2.48586,1.42268,2.73091,1.36546,1.03746,0.53159,0.53159,0.201214,0.375025,1,nan,1,1,1,1,1,1,59,27.7492,2.449165,2.545204,2.789931,3.088169,3.344389,3.469413,3.489448,3.520253,3.491231,3.344389
0.6,1.4,2.1,16,60,1,-21.0329,3.08251,3.85492,0.772407,2.38096,3.8803,1.25881,0.257712,0.331895,0.270692,0.271495,3.26868,1.08717,0.865297,0.0893045,1,0,0.864306,3.85492,4.16968,3.85492,inverted,0.314763,0.876802,2.23719,6.16503,7.2522,2.86466,3.14159,2,6.0287,1,6.0287,2.13875,1.16258,2.35603,1.17801,0.901147,0.488085,0.488085,0.275938,0.315513,1,nan,1,1,1,1,1,1,60,25.6035,3.082515,3.159236,3.359791,3.615474,3.854922,4.169684,4.162133,4.125452,4.029432,3.854922
0.2,1.4,2.6,16,60,1,-21.1096,2.49922,3.85708,1.35786,3.39358,1.84788,0.739382,0.541161,0.578209,0.518601,0.520299,2.87209,1.51557,1.12618,0.0346837,1,0,0.612506,3.85708,4.01479,3.85708,inverted,0.157712,1.20706,1.92154,4.99844,6.51401,2.21022,-2.35619,0,nan,nan,nan,2.85513,1.84597,3.09761,1.54881,1.09776,0.504582,0.504582,0.116046,0.455931,1,nan,1,1,1,1,1,1,61,22.8023,2.499221,2.657057,3.043261,3.490102,3.857077,4.014789,4.046030,4.094799,4.059664,3.857077
0.6,1.1,2.6,16,60,1,-21.0717,2.91621,4.15525,1.23904,3.6133,2.15089,0.737565,0.464924,0.531332,0.463003,0.464315,3.24304,1.3813,1.12907,0.026119,1,0,0.611818,4.15525,4.29751,4.15525,inverted,0.142258,1.11779,1.77524,5.83241,7.21371,2.63877,3.14159,1,5.80254,-1,nan,2.6236,1.56877,2.87021,1.4351,1.06765,0.527414,0.527414,0.16725,0.403278,1,nan,1,1,1,1,1,1,62,29.9632,2.916206,3.053017,3.397010,3.808601,4.155247,4.297505,4.327743,4.377319,4.347407,4.155247
0.2,1.1,2,16,60,1,-16.586,2.0288,3.0334,1.0046,2.03814,2.56352,1.26356,0.390089,0.427872,0.379492,0.380689,2.2997,1.15828,0.861722,0.176914,1,0,0.651385,3.0334,3.18708,3.0334,inverted,0.15368,0.92507,1.54479,4.05759,5.21588,1.81175,-2.35619,0,nan,nan,nan,2.75917,1.75433,2.99991,1.49996,1.07308,0.502422,0.502422,0.130897,0.43465,1,nan,1,1,1,1,1,1,63,30.3712,2.028796,2.142972,2.425323,2.756549,3.033401,3.187081,3.206008,3.231668,3.193126,3.033401
0.5,1.1,2.6,16,60,1,-20.5928,2.73322,4.03238,1.29916,3.55089,1.99537,0.730041,0.501161,0.556598,0.491384,0.492829,3.0827,1.40345,1.1345,0.0292426,1,0,0.577505,4.03238,4.13668,4.03238,inverted,0.104296,1.13134,1.73266,5.46645,6.8699,2.44944,-2.35619,0,nan,nan,nan,2.7342,1.67701,2.98289,1.49145,1.0958,0.528593,0.528593,0.145595,0.426435,1,nan,1,1,1,1,1,1,64,25.508,2.733224,2.880174,3.245588,3.676319,4.032381,4.136676,4.172881,4.236794,4.220843,4.032381
0.7,0.8,2,16,60,1,-17.1355,2.63426,3.47844,0.844184,2.2238,3.35081,1.27201,0.298436,0.36357,0.306943,0.307759,2.84758,0.995063,0.86053,0.119071,1,0,0.669667,3.47844,3.62932,3.47844,inverted,0.150879,0.812538,1.37062,5.26852,6.26358,2.42225,3.14159,1,4.76318,-1,nan,2.36776,1.30819,2.6089,1.30445,1.005,0.529789,0.529789,0.231867,0.352712,1,nan,1,1,1,1,1,1,65,52.2479,2.634258,2.722711,2.950346,3.231841,3.478442,3.629321,3.644911,3.665035,3.626280,3.478442
0.7,1.4,2.1,16,60,1,-21.6098,3.26672,3.99989,0.733171,2.39506,4.16247,1.2742,0.240242,0.315953,0.25445,0.25521,3.44099,1.05295,0.860388,0.0821565,1,0,0.880556,3.99989,4.31966,3.99989,inverted,0.319775,0.850229,2.29932,6.53344,7.58638,3.05373,3.14159,2,6.2676,1,6.2676,2.0546,1.07785,2.26704,1.13352,0.878037,0.488373,0.488373,0.305639,0.301081,1,nan,1,1,1,1,1,1,66,67.2332,3.266719,3.338365,3.526810,3.769504,3.999890,4.319665,4.310235,4.269580,4.171375,3.999890
0.3,1.1,2,16,60,1,-17.0529,2.20959,3.15343,0.943844,2.0855,2.83313,1.2822,0.352966,0.402575,0.350761,0.351815,2.45744,1.13262,0.855872,0.158159,1,0,0.698196,3.15343,3.34221,3.15343,inverted,0.188777,0.908679,1.62411,4.41917,5.55179,1.99467,3.14159,0,nan,nan,nan,2.61309,1.60895,2.85139,1.4257,1.0379,0.502071,0.502071,0.158141,0.403815,1,nan,1,1,1,1,1,1,67,22.3184,2.209586,2.313401,2.574048,2.886106,3.153430,3.342207,3.355197,3.367077,3.315900,3.153430
0.4,1.1,2,16,60,1,-17.5468,2.39139,3.27935,0.887963,2.12346,3.11026,1.30061,0.321516,0.379429,0.325111,0.326058,2.6192,1.10371,0.850193,0.142249,1,0,0.737416,3.27935,3.4951,3.27935,inverted,0.215749,0.888576,1.69341,4.78278,5.88649,2.17599,3.14159,0,nan,nan,nan,2.48079,1.47745,2.71595,1.35798,1.00487,0.501666,0.501666,0.187058,0.377492,1,nan,1,1,1,1,1,1,68,33.7155,2.391389,2.486324,2.727672,3.021789,3.279352,3.495101,3.503263,3.503904,3.442878,3.279352
0.5,1.1,2,16,60,1,-18.0653,2.57414,3.41077,0.836635,2.15361,3.39455,1.31871,0.29459,0.358246,0.302196,0.303062,2.78441,1.07293,0.844707,0.128606,1,0,0.770531,3.41077,3.64707,3.41077,inverted,0.236298,0.866081,1.75349,5.14828,6.22121,2.36034,3.14159,1,5.13283,-1,nan,2.36101,1.35852,2.59241,1.29621,0.973927,0.501243,0.501243,0.217184,0.354789,1,nan,1,1,1,1,1,1,69,27.7249,2.574139,2.661398,2.885559,3.162985,3.410773,3.647072,3.651251,3.642710,3.574059,3.410773
0.2,1.4,2,16,60,1,-18.4935,2.32405,3.21546,0.891411,2.07168,3.09562,1.33199,0.323037,0.379348,0.325413,0.32641,2.55247,1.15827,0.839869,0.152348,1,0,0.78925,3.21546,3.48232,3.21546,inverted,0.266855,0.926425,1.89215,4.6481,5.80637,2.1065,3.14159,0,nan,nan,nan,2.5031,1.53563,2.73302,1.36651,0.991039,0.483732,0.483732,0.17309,0.382282,1,nan,1,1,1,1,1,1,70,27.3659,2.324051,2.419348,2.660983,2.955142,3.215462,3.482317,3.483731,3.467650,3.389125,3.215462
0.6,1.1,2,16,60,1,-18.606,2.75777,3.54729,0.789519,2.17731,3.68562,1.33645,0.271325,0.338848,0.281693,0.282495,2.95263,1.04124,0.839427,0.1168,1,0,0.798631,3.54729,3.79901,3.54729,inverted,0.251718,0.842166,1.80537,5.51555,6.55679,2.54705,3.14159,1,5.32148,-1,nan,2.25258,1.25093,2.4797,1.23985,0.945007,0.500826,0.500826,0.248072,0.335032,1,nan,1,1,1,1,1,1,71,53.7041,2.757775,2.838353,3.047173,3.309133,3.547293,3.799011,3.799888,3.783845,3.709357,3.547293
0.3,1.4,2,16,60,1,-19.0006,2.5049,3.3442,0.839297,2.10236,3.38613,1.3518,0.295322,0.358081,0.302079,0.302987,2.71537,1.12404,0.834121,0.137583,1,0,0.820368,3.3442,3.62894,3.3442,inverted,0.284747,0.901612,1.99559,5.0098,6.13385,2.28867,3.14159,0,nan,nan,nan,2.38033,1.41186,2.60678,1.30339,0.960882,0.484233,0.484233,0.202604,0.358862,1,nan,1,1,1,1,1,1,72,29.7242,2.504901,2.592316,2.816436,3.093765,3.344198,3.628945,3.626648,3.602204,3.517066,3.344198
0.7,1.1,2,16,60,1,-19.1669,2.94224,3.68852,0.746273,2.19572,3.98308,1.35376,0.251062,0.321073,0.263311,0.264063,3.12348,1.00929,0.834362,0.106506,1,0,0.82257,3.68852,3.95154,3.68852,inverted,0.263022,0.817544,1.85007,5.88449,6.89378,2.7356,3.14159,1,5.5084,-1,nan,2.15443,1.15357,2.37681,1.18841,0.918019,0.500431,0.500431,0.279304,0.317704,1,nan,1,1,1,1,1,1,73,41.2077,2.942244,3.016967,3.212060,3.459728,3.688517,3.951539,3.949672,3.927509,3.848626,3.688517
0.4,1.4,2,16,60,1,-19.531,2.68674,3.47824,0.791494,2.12654,3.68392,1.37115,0.27145,0.338638,0.281232,0.282072,2.88146,1.08883,0.828617,0.124811,1,0,0.845712,3.47824,3.77557,3.47824,inverted,0.297333,0.875336,2.08874,5.37349,6.46231,2.47342,3.14159,1,5.37335,1,5.37335,2.26917,1.29975,2.49157,1.24578,0.932651,0.484709,0.484709,0.233098,0.338513,1,nan,1,1,1,1,1,1,74,28.9549,2.686744,2.767316,2.975828,3.237564,3.478238,3.775571,3.770303,3.739269,3.649327,3.478238
0.5,1.4,2,16,60,1,-20.0825,2.86953,3.61718,0.747654,2.14541,3.98853,1.38996,0.250719,0.320846,0.262574,0.263358,3.05036,1.05344,0.823364,0.113679,1,0,0.866551,3.61718,3.92296,3.61718,inverted,0.305786,0.848401,2.17164,5.73905,6.79249,2.6602,3.14159,1,5.68115,1,5.68115,2.16853,1.19818,2.38638,1.19319,0.906274,0.485173,0.485173,0.264142,0.320691,1,nan,1,1,1,1,1,1,75,26.9989,2.869525,2.944116,3.138687,3.386017,3.617179,3.922965,3.915311,3.879092,3.785768,3.617179
0.5,0.8,1.9,16,60,1,-15.6797,2.24003,3.11217,0.87214,1.95362,3.11749,1.39172,0.320771,0.374357,0.322959,0.323853,2.46681,0.993919,0.822162,0.171031,1,0,0.635563,3.11217,3.23395,3.11217,inverted,0.121779,0.806479,1.3149,4.48005,5.47397,2.03673,3.14159,1,4.33918,-1,nan,2.54058,1.48668,2.78539,1.3927,1.04652,0.526948,0.526948,0.185578,0.386525,1,nan,1,1,1,1,1,1,76,53.2036,2.240026,2.334651,2.574447,2.864517,3.112166,3.233945,3.253094,3.282260,3.253783,3.112166
0.6,1.4,2,16,60,1,-20.6531,3.05319,3.76063,0.707436,2.15994,4.2995,1.4082,0.232585,0.304545,0.245834,0.246573,3.22174,1.01844,0.818366,0.103912,1,0,0.883828,3.76063,4.07164,3.76063,inverted,0.311008,0.821377,2.24471,6.10639,7.12483,2.84859,3.14159,2,5.94873,1,5.94873,2.07742,1.10615,2.29032,1.14516,0.881667,0.485631,0.485631,0.295344,0.304972,1,nan,1,1,1,1,1,1,77,29.5092,3.053195,3.122526,3.304609,3.538654,3.760631,4.071638,4.062068,4.021790,3.926205,3.760631
0.6,0.8,1.9,16,60,1,-16.1975,2.4244,3.24362,0.819214,1.9861,3.41998,1.41065,0.292399,0.352218,0.299049,0.299858,2.6328,0.968382,0.816947,0.153404,1,0,0.6748,3.24362,3.39278,3.24362,inverted,0.149168,0.788322,1.34811,4.8488,5.81718,2.222,3.14159,1,4.51403,-1,nan,2.41067,1.3601,2.65162,1.32581,1.01165,0.525288,0.525288,0.21737,0.361494,1,nan,1,1,1,1,1,1,78,26.3141,2.424401,2.510958,2.732808,3.005624,3.243615,3.392783,3.407260,3.425236,3.386527,3.243615
0.2,1.1,1.9,16,60,1,-16.1477,2.00039,2.92603,0.925631,1.85163,2.83509,1.41726,0.352723,0.394092,0.346595,0.347672,2.24663,1.10139,0.813784,0.206378,1,0,0.688495,2.92603,3.10179,2.92603,inverted,0.175764,0.880385,1.5415,4.00079,5.10218,1.79716,3.14159,0,nan,nan,nan,2.68914,1.69351,2.92742,1.46371,1.05146,0.497817,0.497817,0.14158,0.41986,1,nan,1,1,1,1,1,1,79,33.2155,2.000394,2.103871,2.361594,2.666963,2.926025,3.101789,3.115267,3.128861,3.081674,2.926025
0.7,1.4,2,16,60,1,-21.241,3.2377,3.90822,0.670519,2.17094,4.61641,1.42583,0.216619,0.289587,0.230777,0.231477,3.3953,0.984218,0.813619,0.0952948,1,0,0.898259,3.90822,4.22192,3.90822,inverted,0.313699,0.794662,2.30862,6.47541,7.45963,3.03828,3.14159,2,6.1873,1,6.1873,1.99491,1.02273,2.20253,1.10127,0.858737,0.486089,0.486089,0.326362,0.29102,1,nan,1,1,1,1,1,1,80,34.0152,3.237705,3.302383,3.473250,3.695053,3.908224,4.221923,4.210815,4.167386,4.070426,3.908224
0.7,0.8,1.9,16,60,1,-16.7389,2.60962,3.38041,0.770785,2.01146,3.72986,1.42927,0.268107,0.332,0.277764,0.278508,2.80197,0.941622,0.811899,0.138339,1,0,0.709517,3.38041,3.55124,3.38041,inverted,0.170837,0.768269,1.37645,5.21924,6.16086,2.40985,3.14159,1,4.68822,-1,nan,2.29371,1.24639,2.53022,1.26511,0.979186,0.523662,0.523662,0.249989,0.339935,1,nan,1,1,1,1,1,1,81,60.3625,2.609621,2.689211,2.895129,3.151988,3.380406,3.551243,3.561739,3.570290,3.523398,3.380406
0.3,1.1,1.9,16,60,1,-16.6265,2.18129,3.04858,0.867287,1.8918,3.1396,1.43933,0.318512,0.369922,0.319419,0.320371,2.406,1.07316,0.807949,0.183881,1,0,0.733434,3.04858,3.25445,3.04858,inverted,0.205873,0.861381,1.62443,4.36258,5.43574,1.97622,3.14159,0,nan,nan,nan,2.54247,1.54719,2.77786,1.38893,1.01585,0.497638,0.497638,0.171042,0.389827,1,nan,1,1,1,1,1,1,82,27.5174,2.181290,2.275163,2.512398,2.799212,3.048577,3.254450,3.262634,3.263968,3.205899,3.048577
0.4,1.1,1.9,16,60,1,-17.1325,2.36324,3.17715,0.813915,1.92347,3.45281,1.46105,0.289619,0.347915,0.295302,0.296162,2.56932,1.04227,0.802316,0.164837,1,0,0.770493,3.17715,3.4055,3.17715,inverted,0.22835,0.839227,1.69669,4.72647,5.76874,2.15891,3.14159,0,nan,nan,nan,2.41033,1.4155,2.64209,1.32105,0.982559,0.497417,0.497417,0.202127,0.364253,1,nan,1,1,1,1,1,1,83,29.8418,2.363237,2.448909,2.668030,2.937601,3.177152,3.405502,3.409423,3.400936,3.334603,3.177152
0.5,1.1,1.9,16,60,1,-17.663,2.54616,3.31131,0.765142,1.94818,3.77423,1.48232,0.264954,0.32787,0.273871,0.274661,2.73602,1.01001,0.796904,0.148547,1,0,0.801303,3.31131,3.55618,3.31131,inverted,0.244871,0.815193,1.75909,5.09233,6.10234,2.34438,3.14159,1,5.05004,-1,nan,2.29134,1.29697,2.51882,1.25941,0.951517,0.497185,0.497185,0.234301,0.342247,1,nan,1,1,1,1,1,1,84,30.2916,2.546164,2.624774,2.827845,3.081479,3.311306,3.556177,3.556633,3.540269,3.467731,3.311306
0.2,1.4,1.9,16,60,1,-18.0735,2.2934,3.11191,0.818506,1.87716,3.43123,1.49613,0.291441,0.348572,0.296109,0.297013,2.50038,1.09126,0.792675,0.176003,1,0,0.816645,3.11191,3.38466,3.11191,inverted,0.272755,0.873371,1.8874,4.5868,5.67806,2.08672,3.14159,0,nan,nan,nan,2.43591,1.47439,2.663,1.3315,0.971155,0.480764,0.480764,0.187055,0.36924,1,nan,1,1,1,1,1,1,85,28.1759,2.293400,2.379538,2.599311,2.869455,3.111906,3.384661,3.382716,3.359788,3.278369,3.111906
0.6,1.1,1.9,16,60,1,-18.2158,2.73001,3.4506,0.720587,1.96721,4.10339,1.50307,0.243701,0.309598,0.25479,0.255524,2.90565,0.977296,0.791724,0.134488,1,0,0.827073,3.4506,3.70731,3.4506,inverted,0.25671,0.790192,1.81267,5.46002,6.43732,2.53201,3.14159,1,5.24171,-1,nan,2.18418,1.19025,2.40686,1.20343,0.922631,0.496965,0.496965,0.267057,0.323137,1,nan,1,1,1,1,1,1,86,42.5523,2.730010,2.802492,2.991304,3.230261,3.450597,3.707307,3.704933,3.682258,3.605146,3.450597
0.3,1.4,1.9,16,60,1,-18.5927,2.47447,3.24335,0.768881,1.90257,3.75948,1.51931,0.265994,0.328415,0.274234,0.275062,2.6648,1.05567,0.78703,0.158405,1,0,0.845054,3.24335,3.53014,3.24335,inverted,0.286788,0.847136,1.99478,4.94894,6.00461,2.27008,3.14159,0,nan,nan,nan,2.31355,1.35063,2.53667,1.26833,0.940793,0.481462,0.481462,0.21868,0.346471,1,nan,1,1,1,1,1,1,87,25.4278,2.474469,2.553338,2.756716,3.010751,3.243350,3.530139,3.525010,3.494999,3.408292,3.243350
