m0,g2,eta,ns,nlev,eigsh_ok,E0,M,Epi,W,WM,m_curv,m_curv_over_M,curv0,vg_max,vg_k5,vg_k5_cs,Ek5,Wfine,c_k5,rel_rms,band_ok,n_fail,frac_min,M2min,M2_k0,M2_kpi,M2_orient,gap_M2,gap_M2_k5,int_gap,twoM,MMp,margin,margin_k,n_Mstar,Mstar,Mstar_parity,Mstar_even,L_mean,L_mean_vac,L_rms,size_rms_raw,size_rms,size_mean,size_excess,vac_dom_weight,xi,xi_fit_ok,x_mean,gate_band,gate_margin,gate_size,gate_xi,gate_M2,feasible,rank,runtime,E1_0,E1_1,E1_2,E1_3,E1_4,E2_0,E2_1,E2_2,E2_3,E2_4
0.2,1.4,1.6,16,60,1,-16.8521,2.19916,2.80982,0.610661,1.34294,4.86586,2.2126,0.205514,0.261342,0.214345,0.215008,2.34707,0.879667,0.652546,0.249018,1,0,0.889156,2.80982,3.07883,2.80982,inverted,0.269005,0.705457,1.87307,4.39832,5.27799,2.02841,3.14159,0,nan,nan,nan,2.21712,1.27034,2.43339,1.21669,0.907003,0.473387,0.473387,0.241304,0.328599,1,nan,1,1,1,1,1,1,135,33.3229,2.199161,2.260244,2.419117,2.620617,2.809823,3.078828,3.069788,3.033587,2.950880,2.809823
0.6,1.1,1.6,16,60,1,-17.0926,2.64474,3.17166,0.526922,1.39357,5.90426,2.23245,0.169369,0.227834,0.180878,0.181427,2.76811,0.776262,0.650303,0.187465,1,0,0.900346,3.17166,3.421,3.17166,inverted,0.24934,0.627152,1.83945,5.28948,6.06574,2.48682,3.14159,2,4.99602,1,4.99602,1.9679,0.993611,2.17393,1.08697,0.85198,0.487143,0.487143,0.337861,0.2865,1,nan,1,1,1,1,1,1,136,25.629,2.644740,2.695337,2.829242,3.003566,3.171662,3.421002,3.412022,3.377203,3.300056,3.171662
0.3,1.4,1.6,16,60,1,-17.4113,2.38122,2.95053,0.569304,1.35564,5.35937,2.25068,0.186589,0.244769,0.197054,0.197666,2.51636,0.842058,0.6474,0.221934,1,0,0.908701,2.95053,3.22328,2.95053,inverted,0.272753,0.67675,1.99347,4.76244,5.6045,2.21506,3.14159,1,4.76211,1,4.76211,2.09834,1.14875,2.30875,1.15438,0.876384,0.474799,0.474799,0.280156,0.308008,1,nan,1,1,1,1,1,1,137,26.1491,2.381222,2.436827,2.582793,2.770700,2.950526,3.223279,3.212515,3.172734,3.088267,2.950526
0.2,0.8,1.5,16,60,1,-12.5123,1.58672,2.3195,0.732774,1.16271,3.57693,2.25429,0.279569,0.312476,0.274863,0.275703,1.78195,0.854465,0.645341,0.409029,1,0,0.664915,2.3195,2.44119,2.3195,inverted,0.121691,0.684536,1.16782,3.17345,4.02791,1.42668,-2.35619,0,nan,nan,nan,2.69088,1.6808,2.93148,1.46574,1.05984,0.505036,0.505036,0.144187,0.419796,1,nan,1,1,1,1,1,1,138,23.6991,1.586725,1.668752,1.873126,2.115194,2.319499,2.441190,2.454069,2.470459,2.439202,2.319499
0.7,1.1,1.6,16,60,1,-17.7036,2.8305,3.32481,0.494314,1.39916,6.41091,2.26494,0.155984,0.214603,0.167925,0.168442,2.94458,0.743777,0.645919,0.169016,1,0,0.914623,3.32481,3.57428,3.32481,inverted,0.249463,0.601488,1.88897,5.661,6.40478,2.67808,3.14159,2,5.20892,-1,5.20906,1.87875,0.903448,2.07776,1.03888,0.826133,0.48765,0.48765,0.375638,0.271719,1,nan,1,1,1,1,1,1,139,34.6552,2.830499,2.877174,3.001445,3.164914,3.324813,3.574276,3.564169,3.527169,3.449558,3.324813
0.4,1.4,1.6,16,60,1,-17.9931,2.56445,3.09663,0.532178,1.36475,5.86493,2.28701,0.170505,0.229901,0.181938,0.18251,2.68859,0.805563,0.642605,0.198822,1,0,0.923859,3.09663,3.37002,3.09663,inverted,0.273385,0.648499,2.10211,5.1289,5.93447,2.40352,3.14159,1,5.08869,1,5.08869,1.99342,1.04111,2.19741,1.0987,0.848313,0.476156,0.476156,0.318987,0.290302,1,nan,1,1,1,1,1,1,140,33.9679,2.564452,2.615374,2.750077,2.925718,3.096630,3.370015,3.357997,3.315755,3.230609,3.096630
0.3,0.8,1.5,16,60,1,-12.9973,1.76839,2.44349,0.675097,1.19384,4.06303,2.29758,0.246122,0.288512,0.248086,0.248807,1.9425,0.827117,0.639636,0.354034,1,0,0.720958,2.44349,2.59551,2.44349,inverted,0.15202,0.666073,1.23596,3.53678,4.3639,1.60694,3.14159,0,nan,nan,nan,2.50786,1.49917,2.74459,1.37229,1.01449,0.504346,0.504346,0.182059,0.382585,1,nan,1,1,1,1,1,1,141,62.0789,1.768392,1.841014,2.025213,2.248865,2.443489,2.595509,2.603137,2.607253,2.564963,2.443489
0.5,1.4,1.6,16,60,1,-18.5951,2.74878,3.24758,0.498802,1.3711,6.38138,2.32154,0.156706,0.216524,0.168669,0.169206,2.86336,0.77059,0.638148,0.178949,1,0,0.935794,3.24758,3.51937,3.24758,inverted,0.271788,0.621146,2.19836,5.49755,6.26814,2.5934,3.14159,2,5.38242,1,5.38242,1.90068,0.945761,2.09784,1.04892,0.822618,0.47746,0.47746,0.357198,0.27494,1,nan,1,1,1,1,1,1,142,25.6018,2.748775,2.795660,2.920488,3.085065,3.247578,3.519365,3.506450,3.462585,3.377547,3.247578
0.4,0.8,1.5,16,60,1,-13.5157,1.95132,2.5749,0.623574,1.2168,4.56611,2.34,0.219005,0.267212,0.225046,0.225686,2.10779,0.796942,0.634175,0.309282,1,0,0.765961,2.5749,2.74827,2.5749,inverted,0.173368,0.644068,1.29212,3.90265,4.69959,1.79138,3.14159,1,3.83881,-1,nan,2.34757,1.34034,2.5793,1.28965,0.972915,0.503615,0.503615,0.22222,0.352125,1,nan,1,1,1,1,1,1,143,28.0451,1.951324,2.016220,2.183137,2.390032,2.574898,2.748266,2.751822,2.746509,2.696300,2.574898
0.6,1.4,1.6,16,60,1,-19.215,2.93412,3.40286,0.46874,1.37534,6.90763,2.35424,0.144767,0.204455,0.156967,0.157475,3.04037,0.73735,0.634013,0.161747,1,0,0.94532,3.40286,3.67147,3.40286,inverted,0.26861,0.594948,2.28217,5.86824,6.60559,2.7844,3.14159,2,5.64795,1,5.64795,1.81863,0.861214,2.0087,1.00435,0.799124,0.478709,0.478709,0.394324,0.261501,1,nan,1,1,1,1,1,1,144,29.5057,2.934119,2.977498,3.093627,3.248217,3.402859,3.671469,3.657927,3.613070,3.528709,3.402859
0.5,0.8,1.5,16,60,1,-14.0632,2.13541,2.71302,0.577603,1.23342,5.08501,2.38128,0.196657,0.248266,0.205173,0.205753,2.277,0.765637,0.628984,0.272304,1,0,0.80239,2.71302,2.90105,2.71302,inverted,0.188034,0.620262,1.33816,4.27083,5.03646,1.97885,3.14159,1,4.02462,-1,nan,2.20722,1.2014,2.43303,1.21651,0.934934,0.502906,0.502906,0.263609,0.326788,1,nan,1,1,1,1,1,1,145,30.2237,2.135413,2.193878,2.345934,2.537698,2.713016,2.901050,2.901414,2.888857,2.833066,2.713016
0.7,1.4,1.6,16,60,1,-19.8507,3.12041,3.56201,0.441601,1.37798,7.44267,2.38516,0.13436,0.193531,0.146601,0.147083,3.21933,0.705931,0.630181,0.146771,1,0,0.953013,3.56201,3.82634,3.56201,inverted,0.26433,0.57004,2.35408,6.24083,6.94676,2.9763,3.14159,2,5.89455,1,5.89455,1.74594,0.78614,1.92877,0.964386,0.777657,0.4799,0.4799,0.430025,0.249661,1,nan,1,1,1,1,1,1,146,47.5699,3.120414,3.160725,3.269156,3.414719,3.562015,3.826344,3.812383,3.767010,3.683732,3.562015
0.2,1.1,1.5,16,60,1,-14.4501,1.88165,2.50811,0.626459,1.17878,4.54924,2.41769,0.219817,0.267182,0.225033,0.225715,2.03837,0.847158,0.623731,0.330742,1,0,0.830629,2.50811,2.72881,2.50811,inverted,0.220699,0.679012,1.53018,3.7633,4.61046,1.71925,3.14159,0,nan,nan,nan,2.37379,1.41099,2.59909,1.29954,0.95618,0.4814,0.4814,0.20272,0.357569,1,nan,1,1,1,1,1,1,147,35.0644,1.881649,1.946725,2.113677,2.320573,2.508107,2.728807,2.726042,2.705214,2.638909,2.508107
0.6,0.8,1.5,16,60,1,-14.6364,2.32057,2.85715,0.536583,1.24518,5.61855,2.4212,0.177982,0.231387,0.187964,0.188499,2.4495,0.734274,0.624076,0.241366,1,0,0.832045,2.85715,3.05484,2.85715,inverted,0.197691,0.595808,1.37589,4.64114,5.37541,2.16852,3.14159,1,4.20868,-1,nan,2.08429,1.07978,2.30345,1.15172,0.900328,0.502253,0.502253,0.305276,0.305425,1,nan,1,1,1,1,1,1,148,28.3745,2.320568,2.373618,2.512836,2.690991,2.857151,3.054842,3.052699,3.034593,2.974986,2.857151
0.7,0.8,1.5,16,60,1,-15.2322,2.50671,3.00665,0.499944,1.25321,6.16559,2.45964,0.16219,0.21632,0.172995,0.173495,2.62479,0.703533,0.619453,0.215214,1,0,0.856313,3.00665,3.21024,3.00665,inverted,0.203589,0.571457,1.40689,5.01342,5.71695,2.35979,3.14159,1,4.39163,-1,nan,1.97654,0.973194,2.18851,1.09426,0.868857,0.501674,0.501674,0.346432,0.287201,1,nan,1,1,1,1,1,1,149,49.8825,2.506708,2.555152,2.683222,2.849163,3.006652,3.210242,3.206132,3.183802,3.121709,3.006652
0.3,1.1,1.5,16,60,1,-14.9842,2.0634,2.64299,0.579583,1.19591,5.08402,2.4639,0.196695,0.248173,0.204713,0.205329,2.20482,0.811255,0.618257,0.290689,1,0,0.862112,2.64299,2.87466,2.64299,inverted,0.231672,0.652127,1.62995,4.1268,4.93806,1.90419,3.14159,1,4.12511,1,4.12511,2.22862,1.26414,2.4484,1.2242,0.919349,0.48224,0.48224,0.243505,0.331212,1,nan,1,1,1,1,1,1,150,21.673,2.063402,2.121842,2.273587,2.465178,2.642985,2.874658,2.869142,2.842264,2.771715,2.642985
0.4,1.1,1.5,16,60,1,-15.5454,2.2464,2.78422,0.537818,1.20816,5.63467,2.50831,0.177473,0.231279,0.18717,0.187736,2.37486,0.775486,0.61313,0.257225,1,0,0.886277,2.78422,3.02189,2.78422,inverted,0.237668,0.624716,1.71609,4.49281,5.2683,2.09164,3.14159,1,4.42974,1,4.42974,2.10147,1.13536,2.31491,1.15745,0.885725,0.483052,0.483052,0.285032,0.309046,1,nan,1,1,1,1,1,1,151,38.3187,2.246405,2.299282,2.437931,2.615766,2.784223,3.021891,3.014339,2.983123,2.910043,2.784223
0.5,1.1,1.5,16,60,1,-16.1306,2.43057,2.93115,0.500575,1.21668,6.19975,2.55074,0.161297,0.216226,0.171957,0.172483,2.54796,0.740673,0.608348,0.228972,1,0,0.905112,2.93115,3.17124,2.93115,inverted,0.240098,0.59762,1.78913,4.86114,5.60181,2.28096,3.14159,2,4.68794,1,4.68794,1.99008,1.02239,2.19656,1.09828,0.855103,0.483848,0.483848,0.326432,0.290183,1,nan,1,1,1,1,1,1,152,33.041,2.430570,2.478736,2.606050,2.771550,2.931145,3.171243,3.162186,3.127902,3.053533,2.931145
0.2,1.4,1.5,16,60,1,-16.4604,2.1671,2.71266,0.545561,1.18229,5.55685,2.56419,0.179958,0.234169,0.189369,0.189962,2.2972,0.806441,0.606458,0.273868,1,0,0.90934,2.71266,2.97354,2.71266,inverted,0.26088,0.647232,1.86819,4.3342,5.14064,2.00931,3.14159,0,nan,nan,nan,2.13807,1.19489,2.34967,1.17484,0.883931,0.471593,0.471593,0.264704,0.31451,1,nan,1,1,1,1,1,1,153,50.6454,2.167099,2.220687,2.360987,2.540942,2.712660,2.973541,2.963123,2.924864,2.844085,2.712660
0.6,1.1,1.5,16,60,1,-16.7368,2.61581,3.08313,0.467311,1.2224,6.77788,2.59112,0.147539,0.202776,0.158702,0.159195,2.72367,0.707286,0.603901,0.204905,1,0,0.919992,3.08313,3.3231,3.08313,inverted,0.239976,0.571352,1.85023,5.23163,5.93892,2.47169,3.14159,2,4.91891,1,4.91891,1.89243,0.92317,2.09151,1.04575,0.827262,0.48463,0.48463,0.367004,0.273963,1,nan,1,1,1,1,1,1,154,34.9183,2.615815,2.659954,2.777406,2.931849,3.083125,3.323101,3.312943,3.276542,3.201786,3.083125
0.3,1.4,1.5,16,60,1,-17.0343,2.34964,2.85686,0.50722,1.19178,6.13141,2.60951,0.163095,0.218863,0.173654,0.174202,2.46825,0.768995,0.601554,0.243282,1,0,0.925953,2.85686,3.11863,2.85686,inverted,0.261775,0.618401,1.99337,4.69928,5.46827,2.19696,3.14159,1,4.69283,1,4.69283,2.02157,1.07501,2.22653,1.11327,0.853402,0.47328,0.47328,0.30619,0.294733,1,nan,1,1,1,1,1,1,155,29.4692,2.349639,2.398325,2.526908,2.694224,2.856859,3.118634,3.106913,3.066082,2.984526,2.856859
0.7,1.1,1.5,16,60,1,-17.3615,2.80206,3.2396,0.437534,1.226,7.36777,2.62941,0.135726,0.19072,0.147095,0.14756,2.90166,0.675575,0.599775,0.184249,1,0,0.931891,3.2396,3.47764,3.2396,inverted,0.238041,0.546208,1.90094,5.60412,6.2797,2.66351,3.14159,2,5.13508,1,5.13508,1.8067,0.83591,1.99811,0.999056,0.801975,0.485397,0.485397,0.40622,0.259887,1,nan,1,1,1,1,1,1,156,30.5182,2.802062,2.842730,2.951555,3.096081,3.239597,3.477637,3.466684,3.428885,3.354392,3.239597
0.2,0.8,1.4,16,60,1,-12.0807,1.55861,2.21355,0.654937,1.02079,4.10256,2.63219,0.24375,0.279211,0.242731,0.243462,1.72996,0.796723,0.597351,0.452273,1,0,0.714107,2.21355,2.35533,2.21355,inverted,0.141786,0.638814,1.16714,3.11722,3.91395,1.40783,3.14159,0,nan,nan,nan,2.59564,1.59805,2.83255,1.41627,1.03009,0.498793,0.498793,0.160267,0.400446,1,nan,1,1,1,1,1,1,157,22.9827,1.558612,1.630338,1.810688,2.027153,2.213549,2.355335,2.363037,2.367948,2.328726,2.213549
0.4,1.4,1.5,16,60,1,-17.6305,2.5334,3.00642,0.473018,1.19834,6.7196,2.65241,0.148818,0.205201,0.159998,0.160511,2.64215,0.73314,0.597024,0.217285,1,0,0.938684,3.00642,3.26654,3.00642,inverted,0.260122,0.590465,2.10653,5.06679,5.79993,2.38624,3.14159,1,5.01793,1,5.01793,1.91946,0.969675,2.11727,1.05863,0.8256,0.47489,0.47489,0.347184,0.277779,1,nan,1,1,1,1,1,1,158,36.7866,2.533397,2.577911,2.696329,2.852323,3.006415,3.266538,3.253916,3.211457,3.130019,3.006415
0.3,0.8,1.4,16,60,1,-12.5819,1.74045,2.34106,0.600611,1.04534,4.67552,2.68638,0.21388,0.256778,0.218031,0.218665,1.89263,0.766486,0.591693,0.38997,1,0,0.766556,2.34106,2.50694,2.34106,inverted,0.165875,0.617364,1.23931,3.48091,4.24739,1.58995,3.14159,1,3.4799,1,3.4799,2.41261,1.41575,2.64476,1.32238,0.984206,0.498426,0.498426,0.202094,0.36463,1,nan,1,1,1,1,1,1,159,30.3118,1.740454,1.803720,1.965505,2.164465,2.341065,2.506940,2.510171,2.504749,2.456699,2.341065
0.5,1.4,1.5,16,60,1,-18.2464,2.71829,3.16073,0.442444,1.20269,7.31995,2.69285,0.136613,0.192966,0.148072,0.148554,2.81853,0.69916,0.592849,0.195015,1,0,0.948607,3.16073,3.41745,3.16073,inverted,0.256716,0.563755,2.20673,5.43658,6.13574,2.57681,3.14159,2,5.31164,1,5.31164,1.82987,0.877029,2.02019,1.0101,0.800318,0.476421,0.476421,0.387075,0.263107,1,nan,1,1,1,1,1,1,160,28.3084,2.718289,2.759220,2.868771,3.014620,3.160733,3.417449,3.404224,3.360831,3.280140,3.160733
0.6,1.4,1.5,16,60,1,-18.8797,2.90423,3.31928,0.415045,1.20539,7.9311,2.73088,0.126086,0.181969,0.137603,0.138059,2.99707,0.667168,0.589006,0.175809,1,0,0.956457,3.31928,3.5714,3.31928,inverted,0.252123,0.538443,2.2937,5.80846,6.47563,2.7684,3.14159,2,5.57994,1,5.57994,1.75117,0.795422,1.93381,0.966904,0.777347,0.477872,0.477872,0.425415,0.250302,1,nan,1,1,1,1,1,1,161,25.1672,2.904231,2.942061,3.043836,3.180579,3.319276,3.571399,3.557794,3.513977,3.434471,3.319276
0.4,0.8,1.4,16,60,1,-13.1165,1.92362,2.47615,0.552531,1.06286,5.26897,2.73909,0.18979,0.237011,0.196988,0.197554,2.0599,0.734344,0.586329,0.33947,1,0,0.807498,2.47615,2.65797,2.47615,inverted,0.181814,0.593299,1.29834,3.84724,4.58159,1.77587,3.14159,1,3.75739,-1,nan,2.25382,1.25774,2.48005,1.24003,0.942471,0.498041,0.498041,0.24593,0.335434,1,nan,1,1,1,1,1,1,162,30.3953,1.923622,1.979982,2.126013,2.309237,2.476153,2.657966,2.657815,2.644712,2.590656,2.476153
0.7,1.4,1.5,16,60,1,-19.5281,3.09114,3.48157,0.390422,1.20685,8.55183,2.76656,0.116934,0.17205,0.128366,0.128799,3.17749,0.637175,0.58547,0.159146,1,0,0.962748,3.48157,3.72832,3.48157,inverted,0.246752,0.514594,2.36788,6.18229,6.81946,2.96081,3.14159,2,5.83007,1,5.83007,1.68189,0.723413,1.85679,0.928397,0.756484,0.479239,0.479239,0.461901,0.239042,1,nan,1,1,1,1,1,1,163,43.6731,3.091145,3.126271,3.221191,3.349746,3.481567,3.728319,3.714500,3.670637,3.592611,3.481567
0.5,0.8,1.4,16,60,1,-13.6801,2.108,2.618,0.509998,1.07508,5.88127,2.78997,0.170031,0.219569,0.178991,0.179507,2.23098,0.701854,0.581281,0.297899,1,0,0.839789,2.618,2.80986,2.618,inverted,0.191856,0.568219,1.34622,4.21601,4.91786,1.96449,3.14159,1,3.94694,-1,nan,2.11609,1.12071,2.33546,1.16773,0.904651,0.497689,0.497689,0.290536,0.311239,1,nan,1,1,1,1,1,1,164,37.8397,2.108004,2.158649,2.291244,2.460409,2.618003,2.809859,2.807131,2.788332,2.730329,2.618003
0.2,1.1,1.4,16,60,1,-14.0433,1.85073,2.4075,0.556779,1.03045,5.23602,2.82917,0.190985,0.237889,0.197583,0.198185,1.98762,0.777538,0.576836,0.363243,1,0,0.861514,2.4075,2.62826,2.4075,inverted,0.220759,0.62364,1.52773,3.70145,4.47899,1.7003,3.14159,0,nan,nan,nan,2.28499,1.32884,2.50584,1.25292,0.929789,0.478078,0.478078,0.224577,0.341127,1,nan,1,1,1,1,1,1,165,42.6017,1.850725,1.907394,2.053901,2.237760,2.407505,2.628263,2.622945,2.597232,2.530046,2.407505
0.6,0.8,1.4,16,60,1,-14.269,2.2935,2.76585,0.472342,1.08332,6.51081,2.83881,0.153591,0.204141,0.163522,0.164,2.40522,0.669955,0.576552,0.263246,1,0,0.865479,2.76585,2.96346,2.76585,inverted,0.197613,0.543133,1.38499,4.58701,5.25696,2.15501,3.14159,1,4.13437,-1,nan,1.99655,1.00176,2.20837,1.10418,0.870465,0.497396,0.497396,0.334861,0.290904,1,nan,1,1,1,1,1,1,166,32.0337,2.293504,2.339361,2.460430,2.617072,2.765846,2.963459,2.958770,2.935775,2.875334,2.765846
0.7,0.8,1.4,16,60,1,-14.8798,2.48003,2.91898,0.438944,1.0886,7.15603,2.88545,0.139742,0.190456,0.150154,0.1506,2.58215,0.639203,0.572141,0.234055,1,0,0.886088,2.91898,3.11924,2.91898,inverted,0.200259,0.518658,1.41646,4.96007,5.59927,2.34694,3.14159,1,4.32032,-1,nan,1.89268,0.898338,2.09646,1.04823,0.839616,0.49717,0.49717,0.37808,0.273605,1,nan,1,1,1,1,1,1,167,30.3487,2.480034,2.521836,2.632961,2.778454,2.918978,3.119237,3.113061,3.087010,3.025235,2.918978
0.3,1.1,1.4,16,60,1,-14.5935,2.03286,2.54611,0.513247,1.04336,5.86614,2.88566,0.17047,0.220332,0.17911,0.179656,2.15601,0.740796,0.571556,0.318095,1,0,0.888666,2.54611,2.77366,2.54611,inverted,0.227549,0.595749,1.63245,4.06572,4.80652,1.88652,3.14159,1,4.05455,1,4.05455,2.14171,1.18317,2.35612,1.17806,0.892881,0.479267,0.479267,0.268822,0.315837,1,nan,1,1,1,1,1,1,168,21.7966,2.032862,2.083610,2.216315,2.385892,2.546109,2.773658,2.766179,2.735842,2.665850,2.546109
0.4,1.1,1.4,16,60,1,-15.1705,2.21631,2.69108,0.47477,1.05224,6.51475,2.93946,0.153498,0.204836,0.163286,0.16379,2.3279,0.704923,0.566661,0.28053,1,0,0.909133,2.69108,2.92123,2.69108,inverted,0.230153,0.568005,1.72273,4.43262,5.13754,2.07499,3.14159,2,4.35403,1,4.35403,2.01738,1.05655,2.22456,1.11228,0.859452,0.480414,0.480414,0.313294,0.294648,1,nan,1,1,1,1,1,1,169,26.7444,2.216310,2.262126,2.383034,2.539898,2.691081,2.921233,2.912214,2.878728,2.807379,2.691081
0.5,1.1,1.4,16,60,1,-15.771,2.40097,2.84168,0.440705,1.05812,7.17993,2.99042,0.139277,0.191113,0.149658,0.150127,2.50274,0.670563,0.56214,0.248941,1,0,0.92484,2.84168,3.07154,2.84168,inverted,0.229858,0.541092,1.79888,4.80195,5.47251,2.26512,3.14159,2,4.61184,1,4.61184,1.90943,0.946384,2.10881,1.0544,0.829244,0.481524,0.481524,0.357059,0.276674,1,nan,1,1,1,1,1,1,170,29.1237,2.400975,2.442633,2.553398,2.698958,2.841680,3.071537,3.061429,3.025865,2.954180,2.841680
0.2,1.4,1.4,16,60,1,-16.0779,2.13481,2.61768,0.482872,1.03084,6.40968,3.00246,0.156014,0.208056,0.165657,0.166183,2.24811,0.732438,0.560766,0.298881,1,0,0.927295,2.61768,2.86725,2.61768,inverted,0.249566,0.588322,1.86322,4.26962,5.00206,1.99039,3.14159,0,nan,nan,nan,2.05588,1.11542,2.26208,1.13104,0.859911,0.470225,0.470225,0.291511,0.300135,1,nan,1,1,1,1,1,1,171,53.0537,2.134809,2.181353,2.304033,2.463229,2.617680,2.867247,2.855921,2.816724,2.738965,2.617680
0.6,1.1,1.4,16,60,1,-16.392,2.58676,2.99724,0.410474,1.0618,7.85988,3.0385,0.127228,0.178916,0.137854,0.138294,2.68011,0.638043,0.557975,0.222137,1,0,0.937086,2.99724,3.22481,2.99724,inverted,0.227569,0.515392,1.86208,5.17352,5.81157,2.45651,3.14159,2,4.84576,1,4.84576,1.81558,0.850394,2.00681,1.0034,0.801984,0.482594,0.482594,0.399406,0.261262,1,nan,1,1,1,1,1,1,172,37.6103,2.586762,2.624881,2.726872,2.862375,2.997236,3.224805,3.213944,3.177084,3.105776,2.997236
0.3,1.4,1.4,16,60,1,-16.6673,2.31792,2.76559,0.447665,1.03765,7.08498,3.05661,0.141144,0.194042,0.151525,0.152013,2.42099,0.695625,0.556148,0.264617,1,0,0.941111,2.76559,3.01355,2.76559,inverted,0.24796,0.559761,1.99343,4.63585,5.33147,2.17898,3.14159,1,4.62388,1,4.62388,1.94234,0.997944,2.14106,1.07053,0.829597,0.472199,0.472199,0.335658,0.281222,1,nan,1,1,1,1,1,1,173,30.4174,2.317924,2.360129,2.472285,2.619846,2.765589,3.013549,3.001303,2.960437,2.882771,2.765589
0.7,1.1,1.4,16,60,1,-17.0308,2.77359,3.15715,0.383568,1.06386,8.55297,3.08372,0.116918,0.168034,0.127569,0.127984,2.85967,0.607498,0.554144,0.199215,1,0,0.946768,3.15715,3.38108,3.15715,inverted,0.22393,0.491097,1.91397,5.54717,6.15467,2.64888,3.14159,2,5.06539,1,5.06539,1.73384,0.766598,1.91674,0.958372,0.777403,0.483622,0.483622,0.439839,0.24792,1,nan,1,1,1,1,1,1,174,28.844,2.773586,2.808666,2.903018,3.029560,3.157154,3.381084,3.369719,3.332141,3.261703,3.157154
0.4,1.4,1.4,16,60,1,-17.2786,2.50231,2.91877,0.416467,1.04213,7.77564,3.10739,0.128607,0.1816,0.139321,0.139778,2.59665,0.660834,0.551923,0.235616,1,0,0.951577,2.91877,3.16314,2.91877,inverted,0.244367,0.532493,2.1114,5.00461,5.66545,2.36906,3.14159,1,4.94834,1,4.94834,1.84369,0.895566,2.03448,1.01724,0.802198,0.474064,0.474064,0.378724,0.265061,1,nan,1,1,1,1,1,1,175,33.2749,2.502307,2.540834,2.643916,2.781136,2.918774,3.163141,3.150308,3.108548,3.031684,2.918774
0.2,0.8,1.3,16,60,1,-11.6565,1.52983,2.10913,0.579302,0.886232,4.7602,3.11159,0.210075,0.247024,0.211915,0.212548,1.67849,0.735428,0.549569,0.496626,1,0,0.762567,2.10913,2.26526,2.10913,inverted,0.156126,0.590061,1.16696,3.05966,3.79508,1.3892,3.14159,0,nan,nan,nan,2.49467,1.50894,2.72734,1.36367,0.998883,0.492865,0.492865,0.17944,0.380602,1,nan,1,1,1,1,1,1,176,25.3477,1.529828,1.591822,1.749164,1.940684,2.109130,2.265256,2.268493,2.263749,2.218632,2.109130
0.5,1.4,1.4,16,60,1,-17.9089,2.68786,3.0766,0.388744,1.04489,8.47978,3.15485,0.117928,0.170508,0.128721,0.129151,2.77469,0.628221,0.548063,0.210871,1,0,0.959654,3.0766,3.31608,3.0766,inverted,0.239477,0.506741,2.21586,5.37572,6.00394,2.56029,3.14159,2,5.24363,1,5.24363,1.75785,0.806215,1.94046,0.970229,0.777462,0.475817,0.475817,0.42011,0.251114,1,nan,1,1,1,1,1,1,177,51.5817,2.687859,2.723242,2.818448,2.946465,3.076603,3.316080,3.302900,3.260801,3.185216,3.076603
0.3,0.8,1.3,16,60,1,-12.1751,1.71191,2.24053,0.528619,0.90495,5.44408,3.18012,0.183686,0.226231,0.18939,0.189943,1.84336,0.702708,0.544006,0.426477,1,0,0.81004,2.24053,2.41462,2.24053,inverted,0.174089,0.56605,1.24349,3.42383,4.12653,1.57313,3.14159,1,3.40642,1,3.40642,2.31247,1.32669,2.53935,1.26968,0.952578,0.492893,0.492893,0.225701,0.346275,1,nan,1,1,1,1,1,1,178,31.963,1.711913,1.766380,1.906830,2.081887,2.240532,2.414621,2.414179,2.401072,2.349273,2.240532
0.6,1.4,1.4,16,60,1,-18.5558,2.87449,3.23852,0.364029,1.0464,9.19576,3.1991,0.108746,0.160577,0.119459,0.119865,2.95481,0.597801,0.544541,0.189611,1,0,0.965987,3.23852,3.47229,3.23852,inverted,0.233771,0.482586,2.30624,5.74897,6.34678,2.75246,3.14159,2,5.5156,1,5.5156,1.683,0.728083,1.85734,0.928672,0.755144,0.477457,0.477457,0.459412,0.238971,1,nan,1,1,1,1,1,1,179,25.5388,2.874487,2.907157,2.995489,3.115293,3.238517,3.472288,3.458937,3.416897,3.342903,3.238517
0.7,1.4,1.4,16,60,1,-19.2174,3.0621,3.40402,0.341921,1.047,9.9221,3.24029,0.100785,0.151649,0.111318,0.111703,3.13675,0.56951,0.541326,0.171232,1,0,0.971026,3.40402,3.63161,3.40402,inverted,0.227588,0.460028,2.38282,6.12421,6.69372,2.94539,3.14159,2,5.7697,1,5.7697,1.61757,0.659604,1.7837,0.89185,0.735006,0.478986,0.478986,0.496395,0.228314,1,nan,1,1,1,1,1,1,180,50.0311,3.062103,3.092415,3.174708,3.287165,3.404025,3.631613,3.618220,3.576522,3.504313,3.404025
0.4,0.8,1.3,16,60,1,-12.727,1.8954,2.37962,0.484222,0.917792,6.15276,3.24616,0.162529,0.208083,0.1704,0.170898,2.0127,0.669107,0.538794,0.369869,1,0,0.846004,2.37962,2.5645,2.37962,inverted,0.184885,0.540422,1.30556,3.79079,4.4599,1.76043,3.14159,1,3.67675,-1,nan,2.15615,1.17031,2.37602,1.18801,0.910855,0.492919,0.492919,0.2735,0.318423,1,nan,1,1,1,1,1,1,181,66.5587,1.895396,1.943763,2.070022,2.230470,2.379617,2.564502,2.561364,2.542291,2.486290,2.379617
