# m0=0.7, g2=1.1, eta=1.3; ns=50 staggered sites (101 qubits), PBC
# source: data/w_meson_ns50_k0.00_v3_W.npz
# Gaussian-windowed FT, completed-time convention; spread = ptp over window rescalings {0.75, 1.0, 1.5} (systematic)
# meson wavepacket at rest (k0=0); sigma_x=0.75; prep fidelity F=0.9946 (ns=8 certificate)
# completed-time grid: dispersion region only -- reproduce the low-omega ridge with a one-sided FT on data/w_meson_ns50_k0.00_v3.npz (see data/README.md)
q0,q1,ReW00,ImW00,window_spread
-0.7200,-1.256637,-2.250995e-02,0.000000e+00,1.284013e-02
-0.7200,-1.005310,-1.956042e-02,0.000000e+00,7.984804e-03
-0.7200,-0.753982,-1.592650e-02,0.000000e+00,4.579660e-03
-0.7200,-0.502655,-1.139655e-02,0.000000e+00,2.432600e-03
-0.7200,-0.251327,-5.991418e-03,0.000000e+00,1.442320e-03
-0.7200,0.000000,1.877336e-04,0.000000e+00,1.010538e-03
-0.7200,0.251327,6.767574e-03,0.000000e+00,1.960977e-03
-0.7200,0.502655,1.346351e-02,0.000000e+00,4.016811e-03
-0.7200,0.753982,2.001251e-02,0.000000e+00,7.984968e-03
-0.7200,1.005310,2.651779e-02,0.000000e+00,1.339367e-02
-0.7200,1.256637,3.322596e-02,0.000000e+00,2.083474e-02
-0.7200,1.507964,4.065649e-02,0.000000e+00,2.959798e-02
-0.7200,1.759292,4.914341e-02,0.000000e+00,4.019388e-02
-0.7200,2.010619,5.883022e-02,0.000000e+00,5.179652e-02
-0.7200,2.261947,6.914857e-02,0.000000e+00,6.497505e-02
-0.7200,2.513274,7.893568e-02,0.000000e+00,7.880166e-02
-0.7200,2.764602,8.610531e-02,0.000000e+00,9.392589e-02
-0.7200,3.015929,8.816329e-02,0.000000e+00,1.091468e-01
-0.6800,-3.015929,2.456562e-02,0.000000e+00,1.263408e-01
-0.6800,-2.764602,2.613504e-03,0.000000e+00,1.021997e-01
-0.6800,-2.513274,-1.192475e-02,0.000000e+00,7.892196e-02
-0.6800,-2.261947,-2.041049e-02,0.000000e+00,5.896679e-02
-0.6800,-2.010619,-2.435298e-02,0.000000e+00,4.398717e-02
-0.6800,-1.759292,-2.536030e-02,0.000000e+00,3.245590e-02
-0.6800,-1.507964,-2.454387e-02,0.000000e+00,2.289982e-02
-0.6800,-1.256637,-2.267860e-02,0.000000e+00,1.539274e-02
-0.6800,-1.005310,-1.995476e-02,0.000000e+00,9.701917e-03
