# m0=0.7, g2=1.1, eta=1.3; ns=50 staggered sites (101 qubits), PBC
# source: data/w00_vac_ns50_W.npz
# Gaussian-windowed FT, completed-time convention; spread = ptp over window rescalings {0.75, 1.0, 1.5} (systematic)
# vacuum polarization: ridge along q0 = E(q1) is the meson dispersion
q0,q1,ReW00,ImW00,window_spread
0.1800,0.000000,-9.988121e-07,-4.725957e-19,2.051784e-05
0.1800,0.251327,-1.418179e-05,7.712325e-07,1.232615e-05
0.1800,0.502655,-2.581289e-05,1.333008e-06,6.890552e-06
0.1800,0.753982,-5.305414e-05,1.508624e-06,6.853838e-05
0.1800,1.005310,-8.191328e-05,1.181370e-06,1.515994e-04
0.1800,1.256637,-1.325076e-04,3.119574e-07,3.968052e-04
0.1800,1.507964,-1.907345e-04,-1.056099e-06,6.890772e-04
0.1800,1.759292,-2.767408e-04,-2.803194e-06,1.150946e-03
0.1800,2.010619,-3.715615e-04,-4.750670e-06,1.604359e-03
0.1800,2.261947,-4.927887e-04,-6.685282e-06,2.141609e-03
0.1800,2.513274,-6.140295e-04,-8.387642e-06,2.536714e-03
0.1800,2.764602,-7.520568e-04,-9.661053e-06,2.902283e-03
0.1800,3.015929,-8.744172e-04,-1.035721e-05,3.002912e-03
0.2200,0.000000,-2.124083e-07,-1.535259e-19,2.280174e-05
0.2200,0.251327,-1.113609e-05,7.712325e-07,1.886587e-06
0.2200,0.502655,-1.893045e-05,1.333008e-06,4.638845e-05
0.2200,0.753982,-4.038286e-05,1.508624e-06,1.449771e-05
0.2200,1.005310,-6.230267e-05,1.181370e-06,2.311810e-05
0.2200,1.256637,-1.048137e-04,3.119574e-07,2.091057e-04
0.2200,1.507964,-1.551065e-04,-1.056099e-06,4.601312e-04
0.2200,1.759292,-2.336939e-04,-2.803194e-06,9.001975e-04
0.2200,2.010619,-3.231462e-04,-4.750670e-06,1.371624e-03
0.2200,2.261947,-4.412416e-04,-6.685282e-06,1.967229e-03
0.2200,2.513274,-5.627531e-04,-8.387642e-06,2.472220e-03
0.2200,2.764602,-7.038388e-04,-9.661053e-06,2.984379e-03
0.2200,3.015929,-8.325311e-04,-1.035721e-05,3.266958e-03
0.2600,0.000000,4.847773e-07,6.886725e-19,2.472686e-05
0.2600,0.251327,-8.214235e-06,7.712325e-07,1.543133e-05
0.2600,0.502655,-1.235077e-05,1.333008e-06,8.487375e-05
0.2600,0.753982,-2.813649e-05,1.508624e-06,9.814660e-05
0.2600,1.005310,-4.309184e-05,1.181370e-06,1.200092e-04
0.2600,1.256637,-7.708255e-05,3.119574e-07,8.819803e-06
0.2600,1.507964,-1.185378e-04,-1.056099e-06,1.946954e-04
0.2600,1.759292,-1.881867e-04,-2.803194e-06,5.866942e-04
0.2600,2.010619,-2.702740e-04,-4.750670e-06,1.045473e-03
0.2600,2.261947,-3.828134e-04,-6.685282e-06,1.666545e-03
0.2600,2.513274,-5.020804e-04,-8.387642e-06,2.251666e-03
0.2600,2.764602,-6.437693e-04,-9.661053e-06,2.886425e-03
0.2600,3.015929,-7.767808e-04,-1.035721e-05,3.337444e-03
